4898 11 1
0,3076923077 0,026788202 0,2168674699 0,3082822086 0,1300075149 0,149825784 0,373549884 1 0,2545454545 0,2674418605 0,1290322581 0,5
0,3942307692 0,0002885802 0,1807228916 0,032208589 0,0837620672 0,2160278746 0,3457076566 4,48994212464601E-06 0,3636363636 0,4302325581 0,6451612903 0,6666666667
0,3269230769 0,0002786291 0,2168674699 0,0782208589 0,1097751315 0,0836236934 0,2064965197 4,2899447026128E-06 0,1909090909 0,4302325581 0,7258064516 0,6666666667
0,3653846154 4,97552043943797E-05 0,2048192771 0,1334355828 0,1791433031 0,1324041812 0,2714617169 9,48987767547676E-06 0,4454545455 0,1976744186 0,2580645161 0,3333333333
0,2692307692 0,0001691677 0,2168674699 0,1150306748 0,1300075149 0,181184669 0,3967517401 8,68988798734382E-06 0,3272727273 0,2325581395 0,1935483871 0,3333333333
0,3173076923 9,95104087887593E-05 0,156626506 0,0107361963 0,118446153 0,06271777 0,1438515081 5,48992923481216E-06 0,2909090909 0,6046511628 0,3064516129 0,5
0,3942307692 0,0002189229 0,1626506024 0,1211656442 0,1039944505 0,06271777 0,2389791183 6,78991247802812E-06 0,2181818182 0,2790697674 0,5967741935 0,5
0,4326923077 0,0001492656 0,1807228916 0,023006135 0,1415688768 0,0662020906 0,3341067285 8,1898944322608E-06 0,3363636364 0,3255813953 0,2580645161 0,5
0,2884615385 0,0003482864 0,1807228916 0,0444785276 0,0953234291 0,0871080139 0,2923433875 0,00000349 0,2545454545 0,1744186047 0,6451612903 0,5
0,3269230769 0,0002786291 0,2168674699 0,0782208589 0,1097751315 0,0836236934 0,2064965197 4,2899447026128E-06 0,1909090909 0,4302325581 0,7258064516 0,6666666667
0,2692307692 0,0001691677 0,2168674699 0,1150306748 0,1300075149 0,181184669 0,3967517401 8,68988798734382E-06 0,3272727273 0,2325581395 0,1935483871 0,3333333333
0,3173076923 9,95104087887593E-05 0,156626506 0,0107361963 0,118446153 0,06271777 0,1438515081 5,48992923481216E-06 0,2909090909 0,6046511628 0,3064516129 0,5
0,2692307692 0,0002686781 0,1746987952 0,2116564417 0,1271171744 0,181184669 0,3897911833 1,19898454508922E-05 0,4090909091 0,4186046512 0,1451612903 0,5
0,3365384615 0,0001393146 0,3012048193 0,2009202454 0,1415688768 0,1881533101 0,4176334107 1,2289841583942E-05 0,4727272727 0,511627907 0,1612903226 0,5
0,4134615385 0,0001791187 0,1987951807 0,1610429448 0,1502398983 0,1759581882 0,3457076566 1,04898647856429E-05 0,2818181818 0,3139534884 0,3548387097 0,6666666667
0,3653846154 4,97552043943797E-05 0,2048192771 0,1334355828 0,1791433031 0,1324041812 0,2714617169 9,48987767547676E-06 0,4454545455 0,1976744186 0,2580645161 0,3333333333
0,3076923077 3,98041635155037E-05 0,1144578313 0,0659509202 0,1589109197 0,0871080139 0,2737819026 8,1898944322608E-06 0,5181818182 0,2209302326 0,2258064516 0,3333333333
0,4230769231 0,0002885802 0,1626506024 0,0168711656 0,0808717267 0,0278745645 0,1160092807 5,18993310176235E-06 0,2272727273 0,3023255814 0,3870967742 0,3333333333
0,3653846154 0,0001791187 0,2168674699 0,0153374233 0,0924330886 0,0139372822 0,2250580046 0,9920001031 0,3909090909 0,2093023256 0,3870967742 0,1666666667
0,2403846154 0,0001194125 0,3493975904 0,0122699387 0,5895716515 0,0452961672 0,2041763341 5,98992278989529E-06 0,4 0,2441860465 0,3225806452 0,5
0,2403846154 0,0001393146 0,343373494 0,0122699387 0,6011330135 0,0418118467 0,2018561485 6,08992150091189E-06 0,4 0,2441860465 0,3225806452 0,5
0,3173076923 0,0001691677 0,1686746988 0,0153374233 0,1502398983 0,1533101045 0,3712296984 5,48992923481216E-06 0,3 0,2209302326 0,4032258065 0,3333333333
0,3076923077 0,0001890698 0,1927710843 0,0950920245 0,1357881958 0,1567944251 0,4269141531 6,68991376701152E-06 0,4636363636 0,1976744186 0,5483870968 0,5
0,4807692308 0,0002587271 0,1987951807 0,1395705521 0,1039944505 0,1533101045 0,3781902552 9,48987767547676E-06 0,3272727273 0,2093023256 0,3548387097 0,3333333333
0,5192307692 0,0001890698 0,2048192771 0,1518404908 0,1242268339 0,1637630662 0,5081206497 1,02898673636097E-05 0,2909090909 0,2209302326 0,3870967742 0,5
0,3173076923 0,0004079927 0,1325301205 0,0214723926 0,1357881958 0,5034843206 0,692575406 5,28993181277895E-06 0,4727272727 0,1744186047 0,4838709677 0
0,5192307692 0,0006269156 0,1385542169 0,0858895706 0,1213364934 0,0452961672 0,1948955916 7,68990087717767E-06 0,1545454545 0,1395348837 0,3387096774 0,5
0,3269230769 0,0003880906 0,3915662651 0,1180981595 0,2398404532 0,0871080139 0,4013921114 9,28988025344355E-06 0,2545454545 0,1511627907 0,1935483871 0,3333333333
0,2884615385 0,0001990208 0,2168674699 0,0153374233 5,78068096421758E-05 0,0801393728 0,180974478 5,28993181277895E-06 0,4636363636 0,511627907 0,3709677419 0,5
0,4807692308 0,0002587271 0,1987951807 0,1395705521 0,1039944505 0,1533101045 0,3781902552 9,48987767547676E-06 0,3272727273 0,2093023256 0,3548387097 0,3333333333
0,5192307692 0,0001890698 0,2048192771 0,1518404908 0,1242268339 0,1637630662 0,5081206497 1,02898673636097E-05 0,2909090909 0,2209302326 0,3870967742 0,5
0,3365384615 4,97552043943797E-05 0,1626506024 0,0613496933 0,0001734204 0,1114982578 0,3781902552 6,68991376701152E-06 0,4636363636 0,1976744186 0,5 0,6666666667
0,3269230769 7,96083270310074E-05 0,2108433735 0,009202454 0,0895427481 0,0871080139 0,1740139211 5,68992665684537E-06 0,5545454545 0,1395348837 0,3064516129 0,3333333333
0,2884615385 0,0002288739 0,1927710843 0,1073619632 0,1502398983 0,1149825784 0,3109048724 8,78988669836043E-06 0,3818181818 0,1860465116 0,1612903226 0,3333333333
0,4326923077 0,0002786291 0,343373494 0,2208588957 0,1502398983 0,1149825784 0,5730858469 1,29898325610582E-05 0,1909090909 0,488372093 0,0967741935 0,3333333333
0,2884615385 0,0002288739 0,1927710843 0,1073619632 0,1502398983 0,1149825784 0,3109048724 8,78988669836043E-06 0,3818181818 0,1860465116 0,1612903226 0,3333333333
0,4326923077 0,0002786291 0,343373494 0,2208588957 0,1502398983 0,1149825784 0,5730858469 1,29898325610582E-05 0,1909090909 0,488372093 0,0967741935 0,3333333333
0,2403846154 0,0001691677 0,265060241 0,1687116564 0,118446153 0,1602787456 0,4315545244 9,68987509750997E-06 0,4181818182 0,3488372093 0,2419354839 0,3333333333
0,2115384615 0,0003681885 0,2530120482 0,0076687117 0,1473495578 0,2055749129 0,4361948956 6,08992150091189E-06 0,2727272727 0,2093023256 0,1612903226 0,3333333333
0,4134615385 0,0001791187 0,1807228916 0,1104294479 0,1415688768 0,1289198606 0,3317865429 8,2898931432774E-06 0,2454545455 0,4186046512 0,3225806452 0,5
0,25 0,0001393146 0,1927710843 0,1748466258 0,190704665 0,1916376307 0,3457076566 1,20898441619088E-05 0,8 0,2441860465 0,1612903226 0,5
0,1826923077 0,0003681885 0,2530120482 0,0076687117 0,1473495578 0,2055749129 0,4361948956 6,08992150091189E-06 0,2727272727 0,2093023256 0,1612903226 0,3333333333
0,3269230769 0,0001094614 0,186746988 0,0122699387 0,1328978554 0,1219512195 0,2923433875 6,78991247802812E-06 0,5636363636 0,4069767442 0,3548387097 0,6666666667
0,2788461538 0,0002288739 0,265060241 0,0935582822 0,1560205792 0,0940766551 0,3503480278 8,0898957212442E-06 0,2909090909 0,2558139535 0,2580645161 0,3333333333
0,4038461538 0,0001691677 0,078313253 0,254601227 0,1039944505 0,1637630662 0,4872389791 1,24898390059752E-05 0,2181818182 0,2790697674 0,2741935484 0,3333333333
0,5865384615 1 0,2771084337 0,0122699387 0,1328978554 0,1114982578 0,4083526682 9,48987767547676E-06 0,2727272727 0,3139534884 0,3548387097 0,1666666667
0,4134615385 0,0002288739 0,2168674699 0,1165644172 0,0808717267 0,0940766551 0,3085846868 5,38993052379555E-06 0,2636363636 0,1395348837 0,8064516129 0,6666666667
0,4134615385 0,0001592167 0,2289156627 0,0567484663 0,1271171744 0,1637630662 0,3781902552 0,9950000644 0,5909090909 0,6046511628 0,4516129032 0,5
0,4038461538 0,0001691677 0,078313253 0,254601227 0,1039944505 0,1637630662 0,4872389791 1,24898390059752E-05 0,2181818182 0,2790697674 0,2741935484 0,3333333333
0,25 0,0002089719 0,1686746988 0,1610429448 0,1820336436 0,2229965157 0,3712296984 1,01898686525931E-05 0,1545454545 0,4069767442 0,1612903226 0,3333333333
0,3269230769 6,96572861521315E-05 0,1987951807 0,0076687117 0,0779813862 0,0487804878 0,1252900232 6,58991505599491E-06 0,5909090909 0,2093023256 0,3064516129 0,3333333333
0,3076923077 3,98041635155037E-05 0,1927710843 0,1012269939 0,1675819412 0,0696864111 0,1856148492 9,48987767547676E-06 0,5181818182 0,1860465116 0,1935483871 0,5
0,3461538462 0,000238825 0,3313253012 0,245398773 0,1618012602 0,1777003484 0,5313225058 1,45898119373241E-05 0,2181818182 0,4186046512 0,1129032258 0,5
0,4519230769 8,95593679098834E-05 0,186746988 0,0061349693 0,0693103648 0,0383275261 0,1902552204 0,9920001031 0,0636363636 0,1744186047 0,3387096774 0,3333333333
0,4519230769 8,95593679098834E-05 0,186746988 0,0061349693 0,0693103648 0,0383275261 0,1902552204 0,9920001031 0,0636363636 0,1744186047 0,3387096774 0,3333333333
0,5480769231 0,0001293635 0,2831325301 0,0107361963 0,112665472 0,0662020906 0,2645011601 8,78988669836043E-06 0,1636363636 0,488372093 0,2419354839 0,3333333333
0,4230769231 0,0001293635 0,2891566265 0,0122699387 0,118446153 0,031358885 0,2088167053 8,68988798734382E-06 0,4090909091 0,4069767442 0,3064516129 0,3333333333
0,3461538462 0,000238825 0,3313253012 0,245398773 0,1618012602 0,1777003484 0,5313225058 1,45898119373241E-05 0,2181818182 0,4186046512 0,1129032258 0,5
0,2884615385 0,0002288739 0,2530120482 0,0966257669 0,1328978554 0,1672473868 0,3805104408 8,68988798734382E-06 0,4272727273 0,2790697674 0,1612903226 0,3333333333
0,2884615385 0,0001890698 0,1686746988 0,1947852761 0,2196080698 0,1672473868 0,3573085847 1,07898609186927E-05 0,2818181818 0,1860465116 0,0967741935 0,5
0,3461538462 0,0001293635 0,1807228916 0,1150306748 0,1357881958 0,0383275261 0,2436194896 6,98990990006144E-06 0,3636363636 0,1511627907 0,4032258065 0,5
0,4038461538 0,0001492656 0,2108433735 0,1319018405 0,1271171744 0,1777003484 0,4106728538 0,9960000516 0,3363636364 0,3953488372 0,2419354839 0,6666666667
0,3653846154 0,0001194125 0,186746988 0,0122699387 0,1357881958 0,1358885017 0,3085846868 6,2899189229451E-06 0,6454545455 0,3604651163 0,3387096774 0,5
0,2403846154 0,0003283843 0,1807228916 0,0398773006 2,89034048210879E-05 0,1637630662 0,3596287703 5,58992794582876E-06 0,7363636364 0,6627906977 0,5967741935 0,6666666667
0,4326923077 0,0004079927 0,2590361446 0,0291411043 0,1039944505 0,1045296167 0,2482598608 7,28990603311125E-06 0,4636363636 0,2906976744 0,435483871 0,5
0,2403846154 0,0003283843 0,1807228916 0,0398773006 2,89034048210879E-05 0,1637630662 0,3596287703 5,58992794582876E-06 0,7363636364 0,6627906977 0,5967741935 0,6666666667
0,3653846154 0,0001194125 0,156626506 0,0598159509 0,2485114747 0,1219512195 0,2877030162 9,18988154242695E-06 0,3909090909 0,2325581395 0,1935483871 0,3333333333
0,3557692308 0,0001791187 0,156626506 0,2722392638 0,2427307937 0,1080139373 0,3016241299 1,39898196712245E-05 0,4090909091 0,1976744186 0,1290322581 0,3333333333
0,3557692308 0,0001791187 0,156626506 0,2722392638 0,2427307937 0,1080139373 0,3016241299 1,39898196712245E-05 0,4090909091 0,1976744186 0,1290322581 0,3333333333
0,2884615385 0,0001890698 0,2108433735 0,1104294479 0,1386785363 0,2578397213 0,4361948956 8,78988669836043E-06 0,4727272727 0,2441860465 0,2419354839 0,5
0,2884615385 0,0001990208 0,2228915663 0,0981595092 0,1646916007 0,1149825784 0,4617169374 1,01898686525931E-05 0,7727272727 0,3837209302 0,3548387097 0,3333333333
0,4423076923 0,0001194125 0,1626506024 0,0874233129 0,1386785363 0,0975609756 0,3109048724 9,48987767547676E-06 0,4818181818 0,3255813953 0,1774193548 0,5
0,3942307692 0,000248776 0,156626506 0,009202454 0,1271171744 0,0731707317 0,2180974478 6,08992150091189E-06 0,4272727273 0,3720930233 0,4032258065 0,5
0,3557692308 0,0002985312 0,3012048193 0,1871165644 0,1213364934 0,1916376307 0,4060324826 1,12898544737759E-05 0,3363636364 0,2790697674 0,1612903226 0,5
0,3653846154 0,0001194125 0,1807228916 0,2085889571 0,1618012602 0,1777003484 0,4721577726 0,9980000258 0,3818181818 0,2790697674 0,1451612903 0,8333333333
0,3653846154 0,0001194125 0,1807228916 0,2085889571 0,1618012602 0,1777003484 0,4721577726 0,9980000258 0,3818181818 0,2790697674 0,1451612903 0,8333333333
0,3653846154 0,0001194125 0,1807228916 0,2085889571 0,1618012602 0,1777003484 0,4721577726 0,9980000258 0,3818181818 0,2790697674 0,1451612903 0,8333333333
0,3653846154 0,0001194125 0,1807228916 0,2085889571 0,1618012602 0,1777003484 0,4721577726 0,9980000258 0,3818181818 0,2790697674 0,1451612903 0,8333333333
0,3653846154 0,0001194125 0,1807228916 0,2085889571 0,1618012602 0,1777003484 0,4721577726 0,9980000258 0,3818181818 0,2790697674 0,1451612903 0,8333333333
0,4134615385 0,0001094614 0,3493975904 0,2461656442 0,1415688768 0,1602787456 0,3990719258 1,34898261161413E-05 0,4363636364 0,4651162791 0,1774193548 0,5
0,3653846154 7,96083270310074E-05 0,2469879518 0,0199386503 0,1357881958 0,0871080139 0,3294663573 6,58991505599491E-06 0,4363636364 0,3604651163 0,3387096774 0,5
0,4134615385 0,0001393146 0,1686746988 0,1088957055 0,1242268339 0,1916376307 0,3874709977 8,2898931432774E-06 0,3636363636 0,3837209302 0,3225806452 0,3333333333
0,4038461538 0,0001393146 0,1927710843 0,1503067485 0,1242268339 0,212543554 0,4454756381 0,9960000516 0,3545454545 0,3604651163 0,2419354839 0,5
0,3173076923 0,000248776 0,1807228916 0,0414110429 0,0982137696 0,0975609756 0,2157772622 4,08994728057959E-06 0,3272727273 0,1046511628 0,6935483871 0,6666666667
0,25 0,0003482864 0,1626506024 0,0076687117 0,1560205792 0,0104529617 0,2343387471 6,78991247802812E-06 0,4727272727 0,3488372093 0,1774193548 0,1666666667
0,3653846154 0,0001194125 0,1807228916 0,2085889571 0,1618012602 0,1777003484 0,4721577726 0,9980000258 0,3818181818 0,2790697674 0,1451612903 0,8333333333
0,3076923077 3,98041635155037E-05 0,1686746988 0,0874233129 0,1646916007 0,0522648084 0,2180974478 8,58988927632722E-06 0,7090909091 0,2558139535 0,2580645161 0,3333333333
0,3461538462 0,0002189229 0,1325301205 0,0713190184 0,1531302387 0,1080139373 0,3967517401 5,48992923481216E-06 0,3727272727 0,2674418605 0,5806451613 0,5
0,3076923077 0,0001990208 0,1987951807 0,2147239264 0,1242268339 0,1567944251 0,3689095128 1,2289841583942E-05 0,5636363636 0,523255814 0,1290322581 0,5
0,4423076923 0,0001194125 0,2289156627 0,1717791411 0,1589109197 0,1707317073 0,373549884 1,3289828694108E-05 0,5636363636 0,6976744186 0,1451612903 0,5
0,3076923077 0,0001990208 0,1987951807 0,2147239264 0,1242268339 0,1567944251 0,3689095128 1,2289841583942E-05 0,5636363636 0,523255814 0,1290322581 0,5
0,4423076923 0,0001194125 0,2289156627 0,1717791411 0,1589109197 0,1707317073 0,373549884 1,3289828694108E-05 0,5636363636 0,6976744186 0,1451612903 0,5
0,4423076923 0,0001194125 0,2289156627 0,1717791411 0,1589109197 0,1707317073 0,373549884 1,3289828694108E-05 0,5636363636 0,6976744186 0,1451612903 0,5
0,3365384615 9,95104087887593E-05 0,186746988 0,2561349693 0,1589109197 0,1045296167 0,4361948956 1,30898312720748E-05 0,3727272727 0,2790697674 0,1612903226 0,5
0,2884615385 0,0002288739 0,0542168675 0,0122699387 5,78068096421758E-05 0,1881533101 0,3155452436 5,08993439074574E-06 0,4272727273 0,2790697674 0,3225806452 0,3333333333
0,2788461538 0,0002288739 0,0481927711 0,0107361963 0,1097751315 0,1951219512 0,3201856148 5,08993439074574E-06 0,4181818182 0,2790697674 0,3225806452 0,3333333333
0,3653846154 8,95593679098834E-05 0,2108433735 0,0153374233 0,1357881958 0,1428571429 0,3364269142 6,2899189229451E-06 0,5818181818 0,5465116279 0,5 0,5
0,3461538462 0,0002189229 0,1325301205 0,0713190184 0,1531302387 0,1080139373 0,3967517401 5,48992923481216E-06 0,3727272727 0,2674418605 0,5806451613 0,5
0,3461538462 0,0001791187 0,186746988 0,027607362 0,1242268339 0,1951219512 0,3921113689 6,98990990006144E-06 0,6363636364 0,5348837209 0,4193548387 0,5
0,3076923077 0,0001990208 0,1987951807 0,2147239264 0,1242268339 0,1567944251 0,3689095128 1,2289841583942E-05 0,5636363636 0,523255814 0,1290322581 0,5
0,4423076923 0,0001194125 0,2289156627 0,1717791411 0,1589109197 0,1707317073 0,373549884 1,3289828694108E-05 0,5636363636 0,6976744186 0,1451612903 0,5
0,1730769231 9,95104087887593E-05 0,186746988 0,013803681 0,1097751315 0,0487804878 0,1740139211 5,28993181277895E-06 0,5636363636 0,4186046512 0,3387096774 0,5
0,3269230769 6,96572861521315E-05 0,234939759 0,018404908 0,1242268339 0,0662020906 0,3480278422 7,68990087717767E-06 0,7272727273 0,2906976744 0,3225806452 0,3333333333
0,4038461538 0,0003184333 0,1987951807 0,1088957055 0,0982137696 0,0871080139 0,2064965197 6,38991763396171E-06 0,4181818182 0,2209302326 0,6774193548 0,6666666667
0,3076923077 0,0001691677 0,3373493976 0,0214723926 0,1011041101 0,06271777 0,1995359629 4,68993954667922E-06 0,4636363636 0,3604651163 0,4838709677 0,5
0,3269230769 6,96572861521315E-05 0,234939759 0,018404908 0,1242268339 0,0662020906 0,3480278422 7,68990087717767E-06 0,7272727273 0,2906976744 0,3225806452 0,3333333333
0,2884615385 9,95104087887593E-05 0,2771084337 0,0122699387 0,184923984 0,1219512195 0,3503480278 5,28993181277895E-06 0,5909090909 0,2674418605 0,5 0,3333333333
0,2692307692 0,000238825 0,1325301205 0,2469325153 0,1328978554 0,1254355401 0,2877030162 1,07898609186927E-05 0,4545454545 0,523255814 0,3870967742 0,5
0,5 0,0004676989 0,1807228916 0,1150306748 0,0750910457 0,0418118467 0,1438515081 0,9920001031 0,2 0,1627906977 0,6129032258 0,3333333333
0,2980769231 0,0001094614 0,234939759 0,1134969325 0,0808717267 0,0696864111 0,1740139211 0,9930000902 0,3545454545 0,511627907 0,4516129032 0,5
0,2403846154 0,0003283843 0,1987951807 0,0628834356 0,0664200243 0,0905923345 0,2343387471 0,9900001289 0,5272727273 0,1860465116 0,7258064516 0,6666666667
0,5 0,0004676989 0,1807228916 0,1150306748 0,0750910457 0,0418118467 0,1438515081 0,9920001031 0,2 0,1627906977 0,6129032258 0,3333333333
0,3076923077 0,0001194125 0,2048192771 0,023006135 0,1415688768 0,0348432056 0,2946635731 5,08993439074574E-06 0,4818181818 0,2790697674 0,5806451613 0,6666666667
0,2692307692 0,000238825 0,1325301205 0,2469325153 0,1328978554 0,1254355401 0,2877030162 1,07898609186927E-05 0,4545454545 0,523255814 0,3870967742 0,5
0,375 0,0001791187 0,2048192771 0,0889570552 8,67102144632638E-05 0,118466899 0,3573085847 6,58991505599491E-06 0,4272727273 0,5581395349 0,564516129 0,5
0,2403846154 0,0001293635 0,1686746988 0,013803681 0,1473495578 0,1533101045 0,3085846868 5,68992665684537E-06 0,4636363636 0,2325581395 0,3387096774 0,5
0,3653846154 0,0002587271 0,234939759 0,1073619632 5,78068096421758E-05 0,149825784 0,4779582367 9,38987896446016E-06 0,3545454545 0,3604651163 0,1935483871 0,5
0,2403846154 0,0001293635 0,1686746988 0,013803681 0,1473495578 0,1533101045 0,3085846868 5,68992665684537E-06 0,4636363636 0,2325581395 0,3387096774 0,5
0,4038461538 0,0003482864 0,2409638554 0,1809815951 0,4855193942 0,0940766551 0,4199535963 1,19898454508922E-05 0,3181818182 0,488372093 0,1935483871 0,3333333333
0,3557692308 0,0002189229 0,4277108434 0,0107361963 0,0004046477 0,1463414634 0,3248259861 7,68990087717767E-06 0,3272727273 0,2325581395 0,1451612903 0,3333333333
0,25 0,0001791187 0,2409638554 0,0168711656 0,5173131395 0,0104529617 0,1183294664 5,38993052379555E-06 0,3363636364 0,3720930233 0,3387096774 0,3333333333
0,2980769231 0,000238825 0,0903614458 0,1150306748 0,1328978554 0,1707317073 0,3967517401 8,68988798734382E-06 0,3727272727 0,2674418605 0,1451612903 0,3333333333
0,4903846154 0,0001293635 0,2048192771 0,0996932515 0,106884791 0,1080139373 0,3271461717 9,08988283141035E-06 0,3454545455 0,2674418605 0,2741935484 0,5
0,3653846154 0,0002587271 0,234939759 0,1073619632 5,78068096421758E-05 0,149825784 0,4779582367 9,38987896446016E-06 0,3545454545 0,3604651163 0,1935483871 0,5
0,5480769231 0,0003383354 0,2469879518 0,0260736196 0,0982137696 0,0696864111 0,3155452436 7,98989701022759E-06 0,3090909091 0,3488372093 0,4838709677 0,5
0,3653846154 0,0002089719 0,156626506 0,0904907975 0,1213364934 0,1045296167 0,3503480278 7,28990603311125E-06 0,3818181818 0,2906976744 0,435483871 0,3333333333
0,2596153846 0,0001691677 0,1204819277 0,0122699387 0,0693103648 0,0940766551 0,2134570766 4,48994212464601E-06 0,4727272727 0,3720930233 0,4516129032 0,5
0,3269230769 0,0001492656 0,1987951807 0,1855828221 0,1415688768 0,1672473868 0,403712297 1,15898506068257E-05 0,6272727273 0,2093023256 0,2903225806 0,3333333333
0,3942307692 0,0002686781 0,2168674699 0,0153374233 0,1097751315 0,031358885 0,2668213457 5,68992665684537E-06 0,4818181818 0,3023255814 0,4838709677 0,3333333333
0,4807692308 0,0001194125 0,1686746988 0,0076687117 0,0519683219 0,0557491289 0,1461716937 5,48992923481216E-06 0,2272727273 0,1511627907 0,3870967742 0,3333333333
0,1826923077 0,0001890698 0,1927710843 0,009202454 0,1328978554 0,06271777 0,3387470998 6,2899189229451E-06 0,9818181818 0,2209302326 0,3548387097 0,5
0,3653846154 0,0002089719 0,156626506 0,0904907975 0,1213364934 0,1045296167 0,3503480278 7,28990603311125E-06 0,3818181818 0,2906976744 0,435483871 0,3333333333
0,1634615385 5,97062452732556E-05 0,1626506024 0,0613496933 0,0837620672 0,0696864111 0,2204176334 7,78989958819427E-06 0,5636363636 0,2558139535 0,1612903226 0,3333333333
0,4711538462 0,0001592167 0,2108433735 0 0,1213364934 0,031358885 0,1438515081 5,48992923481216E-06 0,3272727273 0,1860465116 0,4193548387 0,3333333333
0,2788461538 0,0002189229 0,2710843373 0,1533742331 0,0924330886 0,1881533101 0,4709976798 0,9960000516 0,4545454545 0,4302325581 0,2419354839 0,5
0,1634615385 5,97062452732556E-05 0,1626506024 0,0613496933 0,0837620672 0,0696864111 0,2204176334 7,78989958819427E-06 0,5636363636 0,2558139535 0,1612903226 0,3333333333
0,1730769231 4,97552043943797E-05 0,1626506024 0,0644171779 0,0808717267 0,0696864111 0,2204176334 7,68990087717767E-06 0,5636363636 0,2674418605 0,1935483871 0,5
0,3461538462 9,95104087887593E-05 0,2048192771 0,032208589 2,89034048210879E-05 0,0975609756 0,2273781903 0,991000116 0,2272727273 0,3604651163 0,4838709677 0,5
0,1826923077 0,3830354655 0,0240963855 0,1840490798 0,0982137696 0,0696864111 0,2459396752 9,28988025344355E-06 0,5090909091 0,476744186 0,3064516129 0,5
0,4711538462 0,0001592167 0,2108433735 0 0,1213364934 0,031358885 0,1438515081 5,48992923481216E-06 0,3272727273 0,1860465116 0,4193548387 0,3333333333
0,4326923077 0,000248776 0,2590361446 0,1319018405 0,1328978554 0,0696864111 0,2714617169 1,10898570517426E-05 0,6 0,2906976744 0,2096774194 0,3333333333
0,2884615385 0,0002587271 0,265060241 0,0920245399 0,1502398983 0,0905923345 0,3410672854 8,38989185429401E-06 0,3818181818 0,2209302326 0,2580645161 0,3333333333
0,2884615385 0,000248776 0,265060241 0,0981595092 8,67102144632638E-05 0,0940766551 0,3387470998 8,38989185429401E-06 0,3818181818 0,2325581395 0,2419354839 0,3333333333
0,2403846154 0,0001990208 0,1445783133 0,120398773 0,0895427481 0,1045296167 0,3781902552 8,68988798734382E-06 0,6090909091 0,4069767442 0,2741935484 0,6666666667
0,7692307692 0,0001492656 0,2289156627 0,1610429448 0,0982137696 0,0452961672 0,2645011601 1,25898377169918E-05 0,1909090909 0,3837209302 0,2741935484 0
0,2884615385 0,0001293635 0,1626506024 0,2691717791 0,1213364934 0,1358885017 0,3178654292 1,29898325610582E-05 0,5272727273 0,1627906977 0,1129032258 0,3333333333
0,2884615385 0,0001293635 0,1626506024 0,2691717791 0,1213364934 0,1358885017 0,3178654292 1,29898325610582E-05 0,5272727273 0,1627906977 0,1129032258 0,3333333333
0,4615384615 0,4825458743 0,1746987952 0,0536809816 0,0750910457 0,0592334495 0,2134570766 4,68993954667922E-06 0,2636363636 0,1860465116 0,7096774194 0,3333333333
0,4615384615 0,4825458743 0,1746987952 0,0536809816 0,0750910457 0,0592334495 0,2134570766 4,68993954667922E-06 0,2636363636 0,1860465116 0,7096774194 0,3333333333
0,3365384615 0,0002089719 0,1746987952 0,0613496933 0,0837620672 0,0871080139 0,3387470998 5,98992278989529E-06 0,3181818182 0,0465116279 0,4193548387 0,5
0,2884615385 0,0001293635 0,1626506024 0,2691717791 0,1213364934 0,1358885017 0,3178654292 1,29898325610582E-05 0,5272727273 0,1627906977 0,1129032258 0,3333333333
0,2788461538 0,0002288739 0,186746988 0,0659509202 0,0895427481 0,06271777 0,3294663573 5,48992923481216E-06 0,5818181818 0,6976744186 0,6451612903 0,6666666667
0,3365384615 0,0002089719 0,2228915663 0,1180981595 0,1271171744 0,149825784 0,505800464 9,48987767547676E-06 0,3636363636 0,2906976744 0,1612903226 0,3333333333
0,1826923077 0,0003781396 0,2771084337 0,0122699387 5,78068096421758E-05 0,1010452962 0,3712296984 6,08992150091189E-06 0,3727272727 0,2906976744 0,1290322581 0,3333333333
0,2884615385 0,0001990208 0,265060241 0,1671779141 5,78068096421758E-05 0,1951219512 0,4965197216 9,78987380852657E-06 0,4545454545 0,3953488372 0,2419354839 0,3333333333
0,2788461538 0,0001492656 0,1987951807 0,018404908 0,1039944505 0,0731707317 0,2018561485 5,38993052379555E-06 0,5454545455 0,2093023256 0,4516129032 0,5
0,2980769231 8,95593679098834E-05 0,1506024096 0,0153374233 0,1357881958 0,1114982578 0,2853828306 4,2899447026128E-06 0,4 0,3023255814 0,5483870968 0,3333333333
0,3653846154 9,95104087887593E-05 0,2168674699 0,027607362 0,1415688768 0,1254355401 0,2645011601 0,9950000644 0,8 0,2790697674 0,3709677419 0,3333333333
0,2692307692 0,0001393146 0,1686746988 0,0659509202 0,1213364934 0,1707317073 0,3967517401 8,0898957212442E-06 0,5272727273 0,6162790698 0,2419354839 0,5
0,3846153846 0,0001890698 0,1686746988 0,018404908 8,67102144632638E-05 0,0662020906 0,2737819026 6,2899189229451E-06 0,3909090909 0,2558139535 0,3064516129 0,3333333333
0,375 0,0001990208 0,1746987952 0,0567484663 0,1473495578 0,0801393728 0,3085846868 6,78991247802812E-06 0,4 0,1976744186 0,3548387097 0,3333333333
0,3653846154 0,0002089719 0,1746987952 0,0582822086 0,1473495578 0,0836236934 0,3178654292 6,78991247802812E-06 0,4 0,1976744186 0,3548387097 0,3333333333
0,1826923077 0,000238825 0,1084337349 0,0122699387 0,0837620672 0,0836236934 0,2204176334 0,00000349 0,6545454545 0,1744186047 0,4838709677 0,5
